
    UPC,DESCRIPTION,ROUTE,DISTRICT,ROAD SYSTEM,JURISDICTION,ESTIMATE,PE_ESTIMATE,RW_ESTIMATE,CN_ESTIMATE,PREVIOUS,Y1,Y2,Y3,Y4,Y5,Y6,Y2-6,BALANCE
    -1849, Outstanding Cost for TMS Consultant Inspections , , Hampton Roads, Interstate, , 1000.000000, 1000.000000, 0.000000, 0.000000, 0.000000
-283, 511 Virginia - Travel Information, , Hampton Roads, Interstate, , 2100.000000, 300.000000, 300.000000, 1500.000000, 0.000000
2024, RTE 264 - WIDEN FOR HOV LANES, 0264, Hampton Roads, Interstate, Norfolk, 58086.937000, 46223.000000, 0.000000, 11864.000000, -0.063000
13731, RTE 264 - WIDEN FOR HOV LANES, 0264, Hampton Roads, Interstate, Norfolk, 14435.752000, 10805.000000, 836.000000, 2795.000000, -0.248000
15791, RTE 264 - WIDEN FOR HOV LANES, 0264, Hampton Roads, Interstate, Norfolk, 7341.000000, 1675.000000, 0.000000, 5666.000000, 0.000000
16045, RTE 264 - TRAFFIC MANAGEMENT SYSTEM, 0264, Hampton Roads, Interstate, Hampton Roads District-wide, 21137.773000, 10027.000000, 6986.000000, 4375.000000, -250.227000
16218, RTE I-264 - URBAN INTERSTATE LANDSCAPING, 0264, Hampton Roads, Interstate, Norfolk, 488.825000, 394.000000, 95.000000, 0.000000, -0.175000
17630, RTE 264 - INTERSECTION IMPROVEMENT , 0264, Hampton Roads, Interstate, Virginia Beach, 11126.000000, 5930.000000, 0.000000, 57432.000000, -52236.000000
18970, RTE 44 - INTERCHANGE IMPROVEMENTS (PE ONLY), 0264, Hampton Roads, Interstate, Virginia Beach, 0.000000, 725.000000, 0.000000, 0.000000, -725.000000
19005, RTE 264 - INTERCHANGE IMPROVEMENTS - PHASE II (PE ONLY), 0264, Hampton Roads, Interstate, Virginia Beach, 0.000000, 1160.000000, 0.000000, 0.000000, -1160.000000
57048, RTE 264 - INTERCHANGE IMPROVEMENTS - 64 WB RAMP TO 264 EB, 0264, Hampton Roads, Interstate, Norfolk, 45415.900000, 1000.000000, 1905.000000, 42511.000000, -0.100000
16046, RTE 464 - TRAFFIC MANGEMENT SYSTEM, 0464, Hampton Roads, Interstate, Hampton Roads District-wide, 9299.294000, 5145.000000, 4404.000000, 0.000000, -249.706000
17821, RTE 564 - LANDSCAPING, 0564, Hampton Roads, Interstate, Norfolk, 464.292000, 381.000000, 83.000000, 0.000000, 0.292000
16047, RTE 664 - TRAFFIC MANAGEMENT SYSTEM, 0664, Hampton Roads, Interstate, Hampton Roads District-wide, 8623.447000, 9373.000000, 0.000000, 0.000000, -749.553000
18969, AREA TUNNELS HURRICANE PREPAREDNESS, ATHP, Hampton Roads, Interstate, Hampton Roads District-wide, 2209.244000, 2209.000000, 0.000000, 0.000000, 0.244000
18968, R000 - I-564 INTERMODAL CONNECTOR, R000, Hampton Roads, Interstate, Norfolk, 23960.100000, 9488.000000, 0.000000, 58480.000000, -44007.900000
59175, INTERMODAL CONNECTOR - PROPOSED INTERCHANGE, R000, Hampton Roads, Interstate, Norfolk, 1302.000000, 0.000000, 0.000000, 6302.000000, -5000.000000
18190, SOFTWARE/HARDWARE DEVELOPMENT &amp; INTEGRATION, SHDI, Hampton Roads, Interstate, Hampton Roads District-wide, 15000.000000, 14000.000000, 1000.000000, 0.000000, 0.000000
-1831, Alternative fuels project, , Hampton Roads, Miscellaneous, Newport News, 1000.000000, 0.000000, 0.000000, 797.950000, 202.050000
70465, Norfolk Harbor Deepening, , Hampton Roads, Miscellaneous, , 0.000000, 17475.000000, 0.000000, 0.000000, -17475.000000
70714, HAMPTON ROADS DISTRICT CMAQ BALANCE ENTRY, 000 , Hampton Roads, Miscellaneous, Hampton Roads District-wide, 0.000000, 449.000000, 1170.500000, 35291.010000, -36910.510000
70715, HAMPTON ROADS DISTRICT REGIONAL STP (RSTP) BALANCE ENTRY, 000 , Hampton Roads, Miscellaneous, Hampton Roads District-wide, 0.000000, 5241.000000, 1538.000000, 68129.900000, -74908.900000
50041, CONSTRUCT/INSTALL BUS SHELTERS, BS00, Hampton Roads, Miscellaneous, Hampton Roads District-wide, 0.000000, 120.000000, 0.000000, 0.000000, -120.000000
63565, GREENSVILLE COUNTY - EMPORIA/GREENSVILLE SIDEWALK EXTENSION, EN02, Hampton Roads, Miscellaneous, Greensville County, 245.000000, 245.000000, 0.000000, 0.000000, 0.000000
63566, GREENSVILLE COUNTY - WASHINGTON PARK COMMUNITY SIDEWALK, EN02, Hampton Roads, Miscellaneous, Greensville County, 134.000000, 134.000000, 0.000000, 0.000000, 0.000000
50651, HOV MARKETING &amp; ANALYSIS - REGIONWIDE, HOVM, Hampton Roads, Miscellaneous, Hampton Roads District-wide, 507.870000, 4813.000000, 0.000000, 0.000000, -4305.130000
50519, TRANSPORTATION STUDY, HPTS, Hampton Roads, Miscellaneous, Williamsburg, 0.000000, 329.000000, 0.000000, 0.000000, -329.000000
56775, SMART TRAFFIC CENTER, ITS0, Hampton Roads, Miscellaneous, Hampton Roads District-wide, 600.000000, 300.000000, 0.000000, 0.000000, 300.000000
70765, Operation and Maintenance of George P. Coleman Bridge, , Hampton Roads, Primary, , 0.000000, 3350.156000, 0.000000, 0.000000, -3350.156000
70766, MULTI-MODAL LOT, , Hampton Roads, Primary, York County, 0.000000, 40.000000, 0.000000, 0.000000, -40.000000
4018, DISTRICTWIDE BRIDGE STRENGTHENING AND WIDENING, 000 , Hampton Roads, Primary, , 2500.000000, 750.000000, 750.000000, 1000.000000, 0.000000
5620, TRAFFIC OPERATIONS &amp; SAFETY IMPROVEMENT PROGRAM, 000 , Hampton Roads, Primary, , 5.000000, 367.858000, 0.000000, 1500.000000, -1862.858000
70619, HAMPTON ROADS PRIMARY DISTRICTWIDE GUARDRAIL, 000 , Hampton Roads, Primary, Hampton Roads District-wide, 750.353000, 250.353000, 0.000000, 500.000000, 0.000000
70620, HAMPTON ROADS PRIMARY DISTRICTWIDE PAVEMENT MARKERS, 000 , Hampton Roads, Primary, Hampton Roads District-wide, 172.856000, 34.241000, 0.000000, 500.000000, -361.385000
70621, HAMPTON ROADS PRIMARY DISTRICTWIDE SIGNALS, 000 , Hampton Roads, Primary, Hampton Roads District-wide, 3866.000000, 10.000000, 308.000000, 3548.000000, 0.000000
70622, HAMPTON ROADS PRIMARY DISTRICTWIDE SIGNS, 000 , Hampton Roads, Primary, Hampton Roads District-wide, 2304.597000, 454.597000, 0.000000, 1850.000000, 0.000000
70666, HAMPTON ROADS PRIMARY DISTRICTWIDE TECHNOLOGY, 000 , Hampton Roads, Primary, Hampton Roads District-wide, 1155.000000, 0.000000, 0.000000, 1155.000000, 0.000000
71669, DISTRICTWIDE RUMBLE STRIPS, 000 , Hampton Roads, Primary, Hampton Roads District-wide, 800.000000, 0.000000, 0.000000, 800.000000, 0.000000
67637, ROUTE 5 - INSTALL PEDESTRIAN SIGNALS,CROSSWALKS &amp; ISLANDS, 0005, Hampton Roads, Primary, James City County, 11.000000, 10.900000, 0.000000, 0.000000, 0.100000
71883, BRIDGE REPLACEMENT, 0005, Hampton Roads, Primary, James City County, 0.000000, 0.000000, 1600.000000, 8116.000000, -9716.000000
52304, RTE 10 - INTERSECTION IMPROVEMENT, 0010, Hampton Roads, Primary, Surry County, 802.027000, 802.000000, 0.000000, 0.000000, 0.027000
52381, RTE 13 - ARTERIAL SIGNAL SYSTEM, 0013, Hampton Roads, Primary, Suffolk, 52.000000, 58.000000, 0.000000, 0.000000, -6.000000
12962, RTE 17 - CONSTRUCT DOUBLE LEFT TURN LANE, 0017, Hampton Roads, Primary, York County, 735.593000, 736.000000, 0.000000, 0.000000, -0.407000
52351, RTE 17 - ARTERIAL SIGNAL SYSTEM UPGRADE, 0017, Hampton Roads, Primary, York County, 594.631000, 1201.000000, 0.000000, 0.000000, -606.369000
54868, RTE 17 - CONSTRUCT FROM 2 TO 4 LANES, 0017, Hampton Roads, Primary, Chesapeake, 64003.210000, 64003.000000, 0.000000, 0.000000, 0.210000
60843, RTE 17 - WIDEN FROM 4 TO 6 LANES, 0017, Hampton Roads, Primary, York County, 15982.200000, 17032.000000, 0.000000, 4761.000000, -5810.800000
14702, RTE 40 - APPROACHES &amp; NEW BRIDGE - TOWN OF WAVERLY, 0040, Hampton Roads, Primary, Sussex County, 1533.000000, 1140.000000, 0.000000, 0.000000, 393.000000
18974, RTE 40 - BRIDGE REPLACEMENT, 0040, Hampton Roads, Primary, Sussex County, 2743.000000, 485.000000, 0.000000, 2258.000000, 0.000000
9865, RTE 58/258 CONNECTOR - 2 LANES ON 4-LANE RIGHT OF WAY, 0058, Hampton Roads, Primary, Isle of Wight County, 14862.000000, 14756.000000, 106.000000, 0.000000, 0.000000
17142, ROUTE 58 - BRIDGE &amp; APPROACH OVER BLACKWATER RIVER, 0058, Hampton Roads, Primary, Isle of Wight County, 6109.700000, 1857.000000, 0.000000, 4253.000000, -0.300000
70030, RTE 58 - EMERGENCY REPAIRS TO MIDTOWN TUNNEL, 0058, Hampton Roads, Primary, Hampton Roads District-wide, 1000.000000, 1000.000000, 0.000000, 0.000000, 0.000000
70276, RTE 58 - ADDITIONAL WESTBOUND LANE ON ROUTE 58, 0058, Hampton Roads, Primary, Virginia Beach, 996.000000, 562.000000, 134.000000, 300.000000, 0.000000
13496, RTE 60 - RELOCATION &amp; UPGRADING , 0060, Hampton Roads, Primary, James City County, 2569.000000, 10297.100000, 3220.990000, 1729.010000, -12678.100000
60408, RTE 60 - ADD RIGHT TURN LANE ON ROUTE 607 APPROACH, 0060, Hampton Roads, Primary, James City County, 217.000000, 217.000000, 0.000000, 0.000000, 0.000000
56187, RTE 104 - REPLACE BRIDGE OVER SO. BRANCH ELIZABETH RIVER, 0104, Hampton Roads, Primary, Chesapeake, 7500.000000, 1761.466000, 3827.900000, 5389.000000, -3478.366000
13497, RTE 105 - WIDEN TO 4 LANES, 0105, Hampton Roads, Primary, York County, 4877.200000, 3787.000000, 0.000000, 0.000000, 1090.200000
60560, KINGS HIGHWAY BRIDGE REPLACEMENT, 0125, Hampton Roads, Primary, Suffolk, 4550.000000, 3008.000000, 0.000000, 0.000000, 1542.000000
52521, RTE 143 - REPLACE WARNING SIGNS &amp; INSTALL LTL, 0143, Hampton Roads, Primary, York County, 272.101000, 272.120000, 0.000000, 0.000000, -0.019000
1896, RTE 175 - REPLACE 1 BRIDGE ON NEW LOCATION, 0175, Hampton Roads, Primary, Accomack County, 58392.900000, 13171.000000, 4500.000000, 38722.000000, 1999.900000
9799, RTE 199 - 4 LANES ON NEW LOCATION, 0199, Hampton Roads, Primary, James City County, 24772.757000, 13880.453000, 5474.000000, 5419.000000, -0.696000
65191, RTE 199 - JAMESTOWN CORRIDOR - PARALLEL LANE - PPTA SEGMT #1, 0199, Hampton Roads, Primary, James City County, 12354.166000, 11651.000000, 703.000000, 0.000000, 0.166000
65273, RTE 199 - PARALLEL LANE (PPTA SEGMENT # II), 0199, Hampton Roads, Primary, James City County, 11722.122000, 9662.000000, 1560.000000, 500.000000, 0.122000
65275, RTE 199 - INTERSECTION IMPROVEMENT (PPTA SEGMENT # III), 0199, Hampton Roads, Primary, Williamsburg, 3985.953000, 2000.000000, 1986.000000, 0.000000, -0.047000
68265, RTE 199 - INTERSECTION &amp; PEDESTRIAN CROSSWALK IMPROVEMENTS, 0199, Hampton Roads, Primary, Williamsburg, 158.424000, 158.000000, 0.000000, 0.000000, 0.424000
58297, RTE 258 - WIDENING 2 TO 3 LANES WITH CURB &amp; GUTTER, 0258, Hampton Roads, Primary, Isle of Wight County, 1210.000000, 435.000000, 0.000000, 0.000000, 775.000000
12331, RTE 316 - INTERSECTION IMPROVEMENT W/ROUNDABOUT DESIGN, 0316, Hampton Roads, Primary, Accomack County, 777.400000, 776.500000, 0.000000, 0.000000, 0.900000
60034, WIDEN APPROACHES FROM 2 TO 4 LANES, 0321, Hampton Roads, Primary, James City County, 2809.100000, 1943.930000, 1128.000000, 0.000000, -262.830000
67638, ROUE 321 - INSTALL PEDESTRIAN SIGNALS, CROSSWALKS &amp; ISLANDS, 0321, Hampton Roads, Primary, James City County, 16.500000, 16.350000, 0.000000, 0.000000, 0.150000
52382, RTE 337 - ARTERIAL SIGNAL SYSTEM, 0337, Hampton Roads, Primary, Suffolk, 8.705000, 58.000000, 0.000000, 0.000000, -49.295000
65276, RTE 359 - RELOCATION  (PPTA SEGMENT # IV), 0359, Hampton Roads, Primary, James City County, 2277.351000, 1487.000000, 464.000000, 326.000000, 0.351000
52373, RTE 460 - ARTERIAL SIGNAL SYSTEM, 0460, Hampton Roads, Primary, Suffolk, 30.041000, 203.000000, 0.000000, 0.000000, -172.959000
56638, RTE 460 - LOCATION &amp; ENVIRONMENTAL STUDY (PE ONLY), 0460, Hampton Roads, Primary, Hampton Roads District-wide, 6550.000000, 5840.000000, 607.000000, 603.000000, -500.000000
60409, RTE 460 - ADD CENTER LEFT TURN LANE EAST &amp; WEST, 0460, Hampton Roads, Primary, Sussex County, 1094.600000, 1094.600000, 0.000000, 0.000000, 0.000000
13500, MONTICELLO AVE.- REGIONAL BIKEWAY NETWORK, BW00, Hampton Roads, Primary, Hampton Roads District-wide, 267.945000, 7579.130000, 0.000000, 0.000000, -7311.185000
16463, SIGNAGE FOR BIKEWAY NETWORK, BW00, Hampton Roads, Primary, Hampton Roads District-wide, 5.000000, 34.000000, 0.000000, 0.000000, -29.000000
17632, BIKEWAY - COLONIAL PARKWAY CONNECTION, BW00, Hampton Roads, Primary, James City County, 83.919000, 87.000000, 0.000000, 0.000000, -3.081000
17633, CLASS I BIKEWAY/PEDESTRIAN ROUTE 60 &amp; CROAKER ROAD, BW00, Hampton Roads, Primary, James City County, 118.000000, 78.000000, 0.000000, 0.000000, 40.000000
17635, GOODWIN NECK BIKE LANES, BW00, Hampton Roads, Primary, York County, 394.866000, 426.000000, 0.000000, 0.000000, -31.134000
50015, GRAFTON DRIVE BIKEWAY (BIKEWAY AND SIDEWALK), BW00, Hampton Roads, Primary, York County, 18.878000, 100.000000, 0.000000, 0.000000, -81.122000
70277, COMMUTER PARKING LOT IMPROVEMENTS (REGION WIDE), CPLO, Hampton Roads, Primary, Hampton Roads District-wide, 500.000000, 500.000000, 0.000000, 0.000000, 0.000000
4577, RTE 13/32 - 4 LANES ON 4-LANE RIGHT OF WAY, R000, Hampton Roads, Primary, Suffolk, 54830.534000, 54480.534000, 350.000000, 0.000000, 0.000000
52324, SMART TRAFFIC CENTER, ST00, Hampton Roads, Primary, Hampton Roads District-wide, 190.047000, 260.000000, 0.000000, 0.000000, -69.953000
69008, FY04  WILDFLOWER MANAGEMENT PROJECT, WFP0, Hampton Roads, Primary, Hampton Roads District-wide, 589.000000, 76.000000, 76.000000, 437.000000, 0.000000
-1795, HRT Southside Bus Facility ReplacementHRT Bus, , Hampton Roads, Public Transportation, Hampton, 348.000000, 348.000000, 0.000000, 0.000000, 0.000000
-1794, Peninsula LRT ProjectPreparation of EIS, , Hampton Roads, Public Transportation, Hampton, 1000.000000, 1000.000000, 0.000000, 0.000000, 0.000000
-1793, Norfolk LRT Project8 Miles/ 11 Stations, , Hampton Roads, Public Transportation, Norfolk, 5000.000000, 5000.000000, 0.000000, 0.000000, 0.000000
-202, Route Deviation/Enhanced Bus Service Hampton and Newport News , , Hampton Roads, Public Transportation, , 1778.760000, 1778.760000, 0.000000, 0.000000, 0.000000
-196, Ridesharing and TDM Program , , Hampton Roads, Public Transportation, , 462.000000, 462.000000, 0.000000, 0.000000, 0.000000
-195, Purchase 20 Transit Coaches for New HOV Express Bus Service , , Hampton Roads, Public Transportation, , 4300.000000, 3440.000000, 0.000000, 0.000000, 860.000000
-193, James City County Transit Shopping Circulator , , Hampton Roads, Public Transportation, , 276.850000, 276.850000, 0.000000, 0.000000, 0.000000
-191, Park and Sail Shuttle Service , , Hampton Roads, Public Transportation, , 104.000000, 104.000000, 0.000000, 0.000000, 0.000000
-190, Indian River HOV Express Bus Service , , Hampton Roads, Public Transportation, , 107.720000, 107.720000, 0.000000, 0.000000, 0.000000
-186, Sam's Club HOV Express Bus Service , , Hampton Roads, Public Transportation, , 129.190000, 129.190000, 0.000000, 0.000000, 0.000000
-185, HOV Express Bus Service/I-64 Corridor from Hampton to Williamsburg, , Hampton Roads, Public Transportation, , 168.170000, 168.170000, 0.000000, 0.000000, 0.000000
-184, Silverleaf HOV Express Bus Service , , Hampton Roads, Public Transportation, , 115.000000, 115.000000, 0.000000, 0.000000, 0.000000
-183, Hampton Roads Center/Magruder Boulevard Corridor Route Service , , Hampton Roads, Public Transportation, , 840.000000, 840.000000, 0.000000, 0.000000, 0.000000
-179, Bus Rte #44 thru Midtown Tunnel: Van/Buspool Service from Churchland, Great Bridge, Hilltop and other Park and Ride Lots, , Hampton Roads, Public Transportation, , 1204.000000, 1204.000000, 0.000000, 0.000000, 0.000000
-178, Oyster Point Shuttle Service , , Hampton Roads, Public Transportation, , 1180.000000, 1180.000000, 0.000000, 0.000000, 0.000000
-177, Purchase 8 Buses for New Service , , Hampton Roads, Public Transportation, , 1720.000000, 1376.000000, 0.000000, 0.000000, 344.000000
-176, Mercury/Central Shuttle , , Hampton Roads, Public Transportation, , 440.000000, 440.000000, 0.000000, 0.000000, 0.000000
-175, Transit Service to York County      , , Hampton Roads, Public Transportation, , 376.000000, 376.000000, 0.000000, 0.000000, 0.000000
-172, Sunday Transit Service , , Hampton Roads, Public Transportation, , 1223.000000, 1223.000000, 0.000000, 0.000000, 0.000000
-171, Purchase 5 New Buses for York County and  X-Roads Service, , Hampton Roads, Public Transportation, , 880.000000, 880.000000, 0.000000, 0.000000, 0.000000
-162, New Park &amp; Ride Service between Virginia Beach &amp; Downtown Norfolk, , Hampton Roads, Public Transportation, , 866.000000, 866.000000, 0.000000, 0.000000, 0.000000
-149, Purchase 8 Buses for New Service (4 Routes from TDP), , Hampton Roads, Public Transportation, , 2000.000000, 1600.000000, 0.000000, 0.000000, 400.000000
-148, Purchase 13 Buses for New Service (3 Routes from TDP), , Hampton Roads, Public Transportation, , 3250.000000, 2600.000000, 0.000000, 0.000000, 650.000000
-147, Purchase 12 Buses for New Service (5 Routes from TDP), , Hampton Roads, Public Transportation, , 3000.000000, 2400.000000, 0.000000, 0.000000, 600.000000
-146, Purchase New Buses (8) for New Transit Service, , Hampton Roads, Public Transportation, , 2310.000000, 2310.000000, 0.000000, 0.000000, 0.000000
-142, CSX LRT PE &amp; Land Acquisition for Stations, , Hampton Roads, Public Transportation, , 8000.000000, 7836.300000, 0.000000, 0.000000, 163.700000
-141, Facility Improvements Trans. Centers at Hampton/Newport News, , Hampton Roads, Public Transportation, , 1000.000000, 1000.000000, 0.000000, 0.000000, 0.000000
-140, Programmable Fare Boxes, , Hampton Roads, Public Transportation, , 1050.000000, 850.000000, 0.000000, 0.000000, 200.000000
-138, New Buses (22) Implement Enhanced Bus Altern/CSX/MIS, , Hampton Roads, Public Transportation, , 5420.000000, 5420.000000, 0.000000, 0.000000, 0.000000
-137, Light Rail Transit PE/DEIS, , Hampton Roads, Public Transportation, , 14247.000000, 14161.470000, 0.000000, 0.000000, 85.530000
-136, Transportation Complex, , Hampton Roads, Public Transportation, , 414.000000, 200.000000, 0.000000, 0.000000, 214.000000
-135, Replacement Buses, , Hampton Roads, Public Transportation, , 11000.000000, 3619.470000, 0.000000, 0.000000, 7380.530000
-133, Paratransit Transition Project, , Hampton Roads, Public Transportation, , 180.000000, 175.090000, 0.000000, 0.000000, 4.910000
-132, Regional TDM Program: Traffix, , Hampton Roads, Public Transportation, , 8376.000000, 9385.960000, 0.000000, 0.000000, -1009.960000
-118, Bus Route 45 (FY 96 Operations), , Hampton Roads, Public Transportation, , 110.000000, 47.000000, 0.000000, 0.000000, 63.000000
-218, High Speed Rail Study, 0460, Hampton Roads, Public Transportation, , 1260.000000, 860.000000, 0.000000, 0.000000, 400.000000
70278, TELECOMMUTING, CRPT, Hampton Roads, Public Transportation, Hampton Roads District-wide, 500.000000, 500.000000, 0.000000, 0.000000, 0.000000
70279, HAMPTON/NORFOLK SERVICE, CRPT, Hampton Roads, Public Transportation, Hampton Roads District-wide, 1403.000000, 1403.000000, 0.000000, 0.000000, 0.000000
70280, NEWPORT NEWS/WILLIAMSBURG COMMUTER SERVICE, CRPT, Hampton Roads, Public Transportation, Hampton Roads District-wide, 740.000000, 740.000000, 0.000000, 0.000000, 0.000000
70281, NEWPORT NEWS/SMITHFIELD COMMUTER SERVICE, CRPT, Hampton Roads, Public Transportation, Hampton Roads District-wide, 1350.000000, 1350.000000, 0.000000, 0.000000, 0.000000
70282, HRT BIKE RACKS FOR HRT BUS PROJECT, CRPT, Hampton Roads, Public Transportation, Hampton Roads District-wide, 400.000000, 400.000000, 0.000000, 0.000000, 0.000000
70284, HRT VAN REPLACEMENT, CRPT, Hampton Roads, Public Transportation, Hampton Roads District-wide, 750.000000, 750.000000, 0.000000, 0.000000, 0.000000
70285, CROSSROADS COMMUTER SERVICE CAPITAL AND OPERATING, CRPT, Hampton Roads, Public Transportation, Hampton Roads District-wide, 810.000000, 810.000000, 0.000000, 0.000000, 0.000000
-1829, WAT Project - Mooretown Rd corridor new transit service (Operating funds), DRPT, Hampton Roads, Public Transportation, Chesapeake, 431.000000, 0.000000, 138.500000, 0.000000, 292.500000
-1825, HRT Project - Purchase replacement buses, DRPT, Hampton Roads, Public Transportation, Chesapeake, 9000.000000, 0.000000, 2400.000000, 0.000000, 6600.000000
-1824, HRT Project - Replacement of HRT Southside Bus Facility, DRPT, Hampton Roads, Public Transportation, Chesapeake, 50000.000000, 0.000000, 0.000000, 1980.425000, 48019.575000
-1823, HRT Project - Regional TDM Program: TRAFFIX, DRPT, Hampton Roads, Public Transportation, Chesapeake, 3200.000000, 0.000000, 1100.000000, 2100.000000, 0.000000
-1822, HRT Project - Norfolk LRT - 8 mile/11 stations - PE Phase, DRPT, Hampton Roads, Public Transportation, Chesapeake, 199000.000000, 0.000000, 5000.000000, 5000.000000, 189000.000000
-1821, HRT Project - Peninsula LRT Project - Prepare EIS, DRPT, Hampton Roads, Public Transportation, Chesapeake, 500000.000000, 0.000000, 2942.320000, 6700.000000, 490357.680000
-1819, WAT Project - Mooretown Rd - 2 new buses for the new transit route, DRPT, Hampton Roads, Public Transportation, Chesapeake, 580.000000, 0.000000, 480.000000, 0.000000, 100.000000
-1818, WAT Project - Bus on chassis vehicles - 5 new replacement vehicles, DRPT, Hampton Roads, Public Transportation, Chesapeake, 325.000000, 0.000000, 195.000000, 130.000000, 0.000000
-999985, HAMPTON ROADS DISTRICT RAIL SAFETY PROGRAM, RS05, Hampton Roads, Public Transportation, , 0.000000, 6683.961000, 2350.563000, 18.000000, 0.000000
-1076, District Secondary Allocations, , Hampton Roads, Secondary, , 0.000000, 0.000000, 10119.690000, 47523.295000, -57642.985000
60499, RTE 602 - WIDEN APPROACHES, 0602, Hampton Roads, Secondary, Sussex County, 92.000000, 92.000000, 0.000000, 0.000000, 0.000000
10798, RTE 603 - NEW LOCATION, 0603, Hampton Roads, Secondary, York County, 4660.402000, 7123.759000, 0.000000, 0.000000, -2463.357000
