
    UPC,DESCRIPTION,ROUTE,DISTRICT,ROAD SYSTEM,JURISDICTION,ESTIMATE,PE_ESTIMATE,RW_ESTIMATE,CN_ESTIMATE,PREVIOUS,Y1,Y2,Y3,Y4,Y5,Y6,Y2-6,BALANCE
    -283, 511 Virginia - Travel Information, , Hampton Roads, Interstate, , 1500.000000, 0.000000, 300.000000, 1200.000000, 0.000000
16843, Rumble Strips, , Hampton Roads, Interstate, , 272.884000, 272.884000, 0.000000, 0.000000, 0.000000
70615, Guardrail, , Hampton Roads, Interstate, , 1450.000000, 0.000000, 200.000000, 1250.000000, 0.000000
65273, RTE 199 - PARALLEL LANE (PPTA SEGMENT # II), 199, Hampton Roads, Primary, James City County, 11722.122000, 8769.000000, 893.000000, 2060.000000, 0.122000
65275, RTE 199 - INTERSECTION IMPROVEMENT (PPTA SEGMENT # III), 199, Hampton Roads, Primary, , 3985.953000, 2000.000000, 0.000000, 1986.000000, -0.047000
58297, CYPRESS CREEK Widen from 2 to 3 Lanes, Curb &amp; Gutter, 258, Hampton Roads, Primary, Isle of Wight County, 1208.390000, 435.000000, 0.000000, 0.000000, 773.390000
12331, Intersection Improvement with Roundabout Design, 316, Hampton Roads, Primary, Accomack County, 738.600000, 1051.000000, 0.000000, 0.000000, -312.400000
60034, Widen Approaches from 2 to 4 Lanes, 321, Hampton Roads, Primary, James City County, 639.360000, 500.000000, 0.000000, 0.000000, 139.360000
67638, Pedestrian Signals, Crosswalks &amp; Islands, 321, Hampton Roads, Primary, James City County, 15.000000, 0.000000, 15.000000, 0.000000, 0.000000
52382, Arterial Signal System, 337, Hampton Roads, Primary, Suffolk, 8.705000, 58.000000, 0.000000, 0.000000, -49.295000
65276, RTE 359 - RELOCATION  (PPTA SEGMENT # IV), 359, Hampton Roads, Primary, James City County, 2277.351000, 1448.000000, 39.000000, 791.000000, -0.649000
14702, Relocation, 40, Hampton Roads, Primary, Sussex County, 2344.700000, 1903.000000, 0.000000, 442.000000, -0.300000
18974, Replace Bridge &amp; Approaches, 40, Hampton Roads, Primary, Sussex County, 2440.200000, 582.000000, 0.000000, 1858.000000, 0.200000
52373, Arterial Signal System, 460, Hampton Roads, Primary, Suffolk, 30.041000, 203.000000, 0.000000, 0.000000, -172.959000
56638, Location Study &amp; Environmental Studies, 460, Hampton Roads, Primary, , 6400.000000, 5440.000000, 0.000000, 0.000000, 960.000000
60409, Dual Left Turn Lane, 460, Hampton Roads, Primary, Sussex County, 999.700000, 170.000000, 829.700000, 0.000000, 0.000000
9865, 2 Lanes on 4-Lane R/W on New Location, 58, Hampton Roads, Primary, Isle of Wight County, 14756.000000, 13589.000000, 1167.000000, 0.000000, 0.000000
17142, Bridge Replacement, 58, Hampton Roads, Primary, Isle of Wight County, 5374.700000, 1122.000000, 0.000000, 4253.000000, -0.300000
13496, Relocation and Upgrade, 60, Hampton Roads, Primary, James City County, 2359.000000, 2499.000000, 0.000000, 0.000000, -140.000000
60408, Add Right Turn Lane, 60, Hampton Roads, Primary, James City County, 217.000000, 217.000000, 0.000000, 0.000000, 0.000000
13500, Regional Bikeway Network , BW00, Hampton Roads, Primary, , 264.660000, 7301.000000, 0.000000, 0.000000, -7036.340000
16463, Regional Bikeway Signage, BW00, Hampton Roads, Primary, , 5.022000, 27.000000, 0.000000, 0.000000, -21.978000
17633, Class I Bikeway/ Pedestrian (On Route 60 and Croaker Road), BW00, Hampton Roads, Primary, James City County, 115.000000, 78.000000, 0.000000, 0.000000, 37.000000
50015, Bikeway &amp; Sidewalk, BW00, Hampton Roads, Primary, York County, 18.878000, 80.000000, 0.000000, 0.000000, -61.122000
4577, 4 Lanes on New Location, R000, Hampton Roads, Primary, City of Suffolk, 54665.990000, 51328.000000, 3338.000000, 0.000000, -0.010000
52324, Smart Traffic Center , ST00, Hampton Roads, Primary, , 190.047000, 260.000000, 0.000000, 0.000000, -69.953000
-202, Commission of Hampton Roads, , Hampton Roads, Public Transportation, , 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
-196, Transportation District Commission of Hampton Roads, , Hampton Roads, Public Transportation, , 462.000000, 462.000000, 0.000000, 0.000000, 0.000000
-195, Transportation District Commission of Hampton Roads, , Hampton Roads, Public Transportation, , 4300.000000, 3440.000000, 0.000000, 0.000000, 860.000000
-193, County Transit, , Hampton Roads, Public Transportation, , 196.000000, 196.000000, 0.000000, 0.000000, 0.000000
-191, Park and Sail Shuttle Service , , Hampton Roads, Public Transportation, , 104.000000, 104.000000, 0.000000, 0.000000, 0.000000
-190, Transportation District Commission of Hampton Roads, , Hampton Roads, Public Transportation, , 77.000000, 77.000000, 0.000000, 0.000000, 0.000000
-186, Transportation District Commission of Hampton Roads, , Hampton Roads, Public Transportation, , 92.000000, 92.000000, 0.000000, 0.000000, 0.000000
-185, Commission of Hampton Roads, , Hampton Roads, Public Transportation, , 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
-184, Transportation District Commission of Hampton Roads, , Hampton Roads, Public Transportation, , 115.000000, 115.000000, 0.000000, 0.000000, 0.000000
-183, Commission of Hampton Roads, , Hampton Roads, Public Transportation, , 840.000000, 840.000000, 0.000000, 0.000000, 0.000000
-179, Transportation District Commission of Hampton Roads, , Hampton Roads, Public Transportation, , 1204.000000, 1204.000000, 0.000000, 0.000000, 0.000000
-178, Commission of Hampton Roads, , Hampton Roads, Public Transportation, , 1180.000000, 1180.000000, 0.000000, 0.000000, 0.000000
-177, Transportation District Commission of Hampton Roads, , Hampton Roads, Public Transportation, , 1720.000000, 1376.000000, 0.000000, 0.000000, 344.000000
-176, Commission of Hampton Roads, , Hampton Roads, Public Transportation, , 440.000000, 440.000000, 0.000000, 0.000000, 0.000000
-175, Commission of Hampton Roads - Phase II, , Hampton Roads, Public Transportation, , 376.000000, 376.000000, 0.000000, 0.000000, 0.000000
-172, Commission of Hampton Roads, , Hampton Roads, Public Transportation, , 1223.000000, 1223.000000, 0.000000, 0.000000, 0.000000
-171, Commission of Hampton Roads, , Hampton Roads, Public Transportation, , 880.000000, 880.000000, 0.000000, 0.000000, 0.000000
-162, Transportation District Commission of Hampton Roads, , Hampton Roads, Public Transportation, , 866.000000, 866.000000, 0.000000, 0.000000, 0.000000
-149, Purchase 8 Buses for New Service (4 Routes from TDP), , Hampton Roads, Public Transportation, , 2000.000000, 1600.000000, 0.000000, 0.000000, 400.000000
-148, Purchase 13 Buses for New Service (3 Routes from TDP), , Hampton Roads, Public Transportation, , 3250.000000, 2600.000000, 0.000000, 0.000000, 650.000000
-147, Purchase 12 Buses for New Service (5 Routes from TDP), , Hampton Roads, Public Transportation, , 3000.000000, 2400.000000, 0.000000, 0.000000, 600.000000
-146, Purchase New Buses (8) for New Transit Service, , Hampton Roads, Public Transportation, , 2310.000000, 2310.000000, 0.000000, 0.000000, 0.000000
-142, CSX LRT PE &amp; Land Acquisition for Stations, , Hampton Roads, Public Transportation, , 8000.000000, 6000.000000, 0.000000, 0.000000, 2000.000000
-141, Facility Improvements Trans. Centers at Hampton/Newport News, , Hampton Roads, Public Transportation, , 1000.000000, 1000.000000, 0.000000, 0.000000, 0.000000
-140, Programmable Fare Boxes, , Hampton Roads, Public Transportation, , 1050.000000, 850.000000, 0.000000, 0.000000, 200.000000
-138, New Buses (22) Implement Enhanced Bus Altern/CSX/MIS, , Hampton Roads, Public Transportation, , 5420.000000, 5420.000000, 0.000000, 0.000000, 0.000000
-137, Light Rail Transit PE/DEIS, , Hampton Roads, Public Transportation, , 14247.000000, 13202.000000, 0.000000, 0.000000, 1045.000000
-136, Transportation Complex, , Hampton Roads, Public Transportation, , 414.000000, 200.000000, 0.000000, 0.000000, 214.000000
-135, Replacement Buses, , Hampton Roads, Public Transportation, , 11000.000000, 2660.000000, 0.000000, 0.000000, 8340.000000
-133, Paratransit Transition Project, , Hampton Roads, Public Transportation, , 180.000000, 120.000000, 0.000000, 0.000000, 60.000000
-132, Regional TDM Program: Traffix, , Hampton Roads, Public Transportation, , 8376.000000, 7276.000000, 0.000000, 0.000000, 1100.000000
-118, Bus Route 45 (FY 96 Operations), , Hampton Roads, Public Transportation, , 110.000000, 47.000000, 0.000000, 0.000000, 63.000000
70278, Telecommuting, , Hampton Roads, Public Transportation, , 500.000000, 0.000000, 500.000000, 0.000000, 0.000000
70279, Hampton/Norfolk Service, , Hampton Roads, Public Transportation, , 1403.000000, 0.000000, 1403.000000, 0.000000, 0.000000
70280, Newport News/Williamsburg Commuter Service, , Hampton Roads, Public Transportation, , 740.000000, 0.000000, 740.000000, 0.000000, 0.000000
70281, Newport News/Smithfield Commuter Service, , Hampton Roads, Public Transportation, , 1350.000000, 0.000000, 1350.000000, 0.000000, 0.000000
70282, HRT Bike Racks for HRT Bus Fleet, , Hampton Roads, Public Transportation, , 400.000000, 0.000000, 400.000000, 0.000000, 0.000000
70284, HRT Van Replacement, , Hampton Roads, Public Transportation, , 750.000000, 0.000000, 750.000000, 0.000000, 0.000000
70285, Crossroads Commuter Service, , Hampton Roads, Public Transportation, , 810.000000, 0.000000, 810.000000, 0.000000, 0.000000
-218, High Speed Rail Study, 0460, Hampton Roads, Public Transportation, , 1260.000000, 860.000000, 0.000000, 0.000000, 400.000000
-1076, Hampton Roads District Secondary Allocations, , Hampton Roads, Secondary, , 0.000000, 0.000000, 14731.019000, 61471.096000, -76202.115000
14627, Between Route 17 and Route 173, 1050, Hampton Roads, Secondary, York County, 5277.160000, 5234.000000, 0.000000, 0.000000, 43.160000
60499, Widen Approaches, 602, Hampton Roads, Secondary, Sussex County, 85.000000, 92.000000, 0.000000, 0.000000, -7.000000
10798, Widen and Extend, 603, Hampton Roads, Secondary, York County, 4660.402000, 5500.000000, 0.000000, 0.000000, -839.598000
57022, Install Left Turn Lane and Traffic Signal, 603, Hampton Roads, Secondary, York County, 639.548000, 640.000000, 0.000000, 0.000000, -0.452000
60497, Realignment of Intersection, 610, Hampton Roads, Secondary, Surry County, 245.000000, 245.000000, 0.000000, 0.000000, 0.000000
13719, Multi Use Trail , 612, Hampton Roads, Secondary, James City County, 1160.000000, 960.000000, 0.000000, 0.000000, 200.000000
67584, Pedestrian Signals, Crosswalks &amp; Islands, 612, Hampton Roads, Secondary, James City County, 10.000000, 0.000000, 10.000000, 0.000000, 0.000000
57364, Bikeway, 614, Hampton Roads, Secondary, James City County, 255.239000, 416.000000, 0.000000, 0.000000, -160.761000
13718, Widening 2 to 4 Lanes, 615, Hampton Roads, Secondary, James City County, 4682.000000, 3000.000000, 0.000000, 0.000000, 1682.000000
60498, Realign Approaches to Intersection, 634, Hampton Roads, Secondary, Surry County, 867.000000, 867.000000, 0.000000, 0.000000, 0.000000
62410, Traffic Signal and Intersection Improvement, 669, Hampton Roads, Secondary, Isle of Wight County, 86.000000, 0.000000, 0.000000, 0.000000, 86.000000
8322, Rescue Bridge, 704, Hampton Roads, Secondary, Isle of Wight County, 6957.771000, 1785.000000, 0.000000, 0.000000, 5172.771000
-1088, Urban Unallocated Funds - Hampton Roads, , Hampton Roads, Urban, , 1235.000000, 0.000000, 0.000000, 1235.000000, 0.000000
-1011, Mid-block Pedestrian Crossing &amp; Median Modification, , Hampton Roads, Urban, Chesapeake, 75.000000, 0.000000, 75.000000, 0.000000, 0.000000
67744, Relocate Existing Southbound Right Turn Lane on Johnstown Road to West &amp; Improve Vertical Alignment, , Hampton Roads, Urban, Chesapeake, 74.000000, 0.000000, 74.000000, 0.000000, 0.000000
70564, Reimbursement of Toll Facilities Revolving Funds for project UPC 11750, , Hampton Roads, Urban, Portsmouth, 55060.000000, 0.000000, 0.000000, 13797.746000, 41262.254000
70575, Reimbursement of City Funds for projects UPC 14750, 16054., , Hampton Roads, Urban, Williamsburg, 10360.000000, 0.000000, 551.559000, 2984.577000, 6823.864000
60970, 4 Lane Divided, , Hampton Roads, Urban, Hampton, 4977.211000, 0.000000, 0.000000, 4977.000000, 0.211000
19022, Intersection Improvement , 0017, Hampton Roads, Urban, Newport News, 313.000000, 125.000000, 0.000000, 0.000000, 188.000000
52074, 4 Lane, 0134, Hampton Roads, Urban, Hampton, 4114.885000, 4099.000000, 16.000000, 0.000000, -0.115000
67673, Jefferson Ave., 0143, Hampton Roads, Urban, Newport News, 15398.000000, 0.000000, 122.000000, 9184.492000, 6091.508000
67746, Add Left Turn Lane, 0143, Hampton Roads, Urban, Newport News, 72.500000, 0.000000, 73.000000, 0.000000, -0.500000
70552, 164 Portsmouth, 0164, Hampton Roads, Urban, Portsmouth, 0.000000, 0.000000, 3000.000000, 2000.000000, -5000.000000
9786, 3 Lane, 10, Hampton Roads, Urban, Smithfield, 2712.000000, 1078.000000, 414.702000, 1775.330000, -556.032000
1904, 4 Lane Bridge Replacement on 6 Lane RW, 13, Hampton Roads, Urban, Chesapeake, 86854.352000, 19999.000000, 3558.405000, 46068.164000, 17228.783000
9783, 8 Lane, 13, Hampton Roads, Urban, Norfolk, 13156.701000, 1827.000000, 642.000000, 10688.000000, -0.299000
17636, Military Highway - Signal Upgrade, 13, Hampton Roads, Urban, Chesapeake, 742.000000, 700.000000, 0.000000, 0.000000, 42.000000
52152, Accel. Lane, 13, Hampton Roads, Urban, Chesapeake, 192.000000, 192.000000, 0.000000, 0.000000, 0.000000
61452, Install Directiional Median, 13, Hampton Roads, Urban, Chesapeake, 65.000000, 75.000000, 0.000000, 0.000000, -10.000000
62438, Install Traffic Signal, 13, Hampton Roads, Urban, Chesapeake, 138.000000, 122.000000, 16.000000, 0.000000, 0.000000
56466, Bridge Painting and Repair, 141, Hampton Roads, Urban, Portsmouth, 1500.000000, 1500.000000, 0.000000, 0.000000, 0.000000
13429, 6 Lane, 143, Hampton Roads, Urban, Newport News, 15069.990000, 14833.000000, 237.000000, 0.000000, -0.010000
13979, Street Lighting and Realign Intersection, 143, Hampton Roads, Urban, Newport News, 310.490000, 310.000000, 0.000000, 0.000000, 0.490000
15822, Install Left Turn Lanes, 143, Hampton Roads, Urban, Newport News, 181.344000, 179.000000, 0.000000, 0.000000, 2.344000
19023, Intersection Improvement , 143, Hampton Roads, Urban, Newport News, 752.674000, 328.000000, 0.000000, 0.000000, 424.674000
52523, Signal Modification, 143, Hampton Roads, Urban, Newport News, 17.776000, 19.000000, 0.000000, 0.000000, -1.224000
52524, Install Traffic Signal, 143, Hampton Roads, Urban, Newport News, 84.912000, 77.000000, 0.000000, 0.000000, 7.912000
58481, Install new traffic signal with pedestrian indicators and emergency vehicle pre-emption., 143, Hampton Roads, Urban, Newport News, 111.000000, 111.000000, 0.000000, 0.000000, 0.000000
58485, Install 4 ft raised medians on SB and WB approaches., 152, Hampton Roads, Urban, Hampton, 147.000000, 140.000000, 0.000000, 0.000000, 7.000000
11750, 4 &amp; 6 Lane, 164, Hampton Roads, Urban, Portsmouth, 186941.991000, 136941.991000, 10500.000000, 39500.000000, 0.000000
60852, TMS Software, 164, Hampton Roads, Urban, Portsmouth, 3145.000000, 1145.000000, 1000.000000, 1000.000000, 0.000000
1765, 6 Lane, 165, Hampton Roads, Urban, Norfolk, 19808.435000, 1871.000000, 772.614000, 25145.533000, -7980.712000
13482, 4 Lane , 165, Hampton Roads, Urban, Virginia Beach, 31288.490000, 10249.000000, 3095.000000, 17944.000000, 0.490000
17827, Bike Path, 165, Hampton Roads, Urban, Chesapeake, 608.000000, 875.000000, 0.000000, 0.000000, -267.000000
19014, Intersection Improvement , 165, Hampton Roads, Urban, Virginia Beach, 295.172000, 180.000000, 0.000000, 0.000000, 115.172000
51866, Intersection Improvements, 165, Hampton Roads, Urban, Virginia Beach, 53475.699000, 17329.000000, 6360.000000, 27494.000000, 2292.699000
52058, 4 Lane, 165, Hampton Roads, Urban, Virginia Beach, 39512.250000, 13694.000000, 2000.000000, 23818.000000, 0.250000
52151, Left Turn Lane, 165, Hampton Roads, Urban, Chesapeake, 1039.773000, 745.000000, 0.000000, 295.000000, -0.227000
52525, Install Suppl. Signal Display, Impr. Pavement Markings &amp; Signing, 165, Hampton Roads, Urban, Norfolk, 30.000000, 27.000000, 3.000000, 0.000000, 0.000000
